FID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,HSIPTHEMES,NAICSCODE,NAICSDESCR,ST_VENDOR,WEBSITE,SOURCE,GOVT_LEVEL,TOT_STAFF,SPEC_EQUIP,x2,y2
3402,OTSEGO COUNTY HEALTH DEPARTMENT,607-547-4230,140 COUNTY HIGHWAY 33 WEST, ,COOPERSTOWN,NY,13326,4725,OTSEGO,36077,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.OTSEGOCOUNTY.COM/DEPTS/DOH/,TECHNIGRAPHICS,LOCAL,0, ,-8343091.3084,5259281.568
3403,NIAGARA COUNTY DEPARTMENT OF HEALTH,716-439-7435,5467 UPPER MOUNTAIN ROAD,SUITE 100,LOCKPORT,NY,14094,1854,NIAGARA,36063,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.NIAGARACOUNTY.COM/HEALTH/,TECHNIGRAPHICS,LOCAL,0, ,-8765104.3614,5339045.7823
3404,PENNSYLVANIA DEPARTMENT OF HEALTH,717-567-2011,153 RED HILL ROAD,STATE HEALTH CENTER,NEWPORT,PA,17074, ,PERRY,42099,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8583402.2721,4938337.5095
3405,PENNSYLVANIA DEPARTMENT OF HEALTH,570-278-3889,35 SPRUCE STREET,SUITE 2,MONTROSE,PA,18801,1225,SUSQUEHANNA,42115,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WEBSERVER.HEALTH.STATE.PA.US/HEALTH/COMM/COMM.ASP?COUNTY=SUSQUEHANNA,TECHNIGRAPHICS,LOCAL,0, ,-8446830.9921,5136270.9818
3406,PENNSYLVANIA DEPARTMENT OF HEALTH,814-332-6947,847 NORTH MAIN STREET,PARKVILLE COMMONS,MEADVILLE,PA,16335,2655,CRAWFORD,42039,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WEBSERVER.HEALTH.STATE.PA.US/HEALTH/COMM/COMM.ASP?COUNTY=CRAWFORD,TECHNIGRAPHICS,LOCAL,0, ,-8922119.0227,5107162.4895
3407,LINCOLN COUNTY HEALTH DEPARTMENT,704-735-3001,151 SIGMON ROAD, ,LINCOLNTON,NC,28092,8577,LINCOLN,37109,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.LINCOLNCOUNTY.ORG/INDEX.ASPX?NID=117,TECHNIGRAPHICS,LOCAL,0, ,-9044331.1398,4230938.8445
3408,ROWAN COUNTY HEALTH DEPARTMENT,704-216-8777,1811 EAST INNES STREET, ,SALISBURY,NC,28146,6030,ROWAN,37159,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CO.ROWAN.NC.US/GOVERNMENT/DEPARTMENTS/HEALTHDEPARTMENT/TABID/139/DEFAULT.ASPX,TECHNIGRAPHICS,LOCAL,0, ,-8956436.8652,4252315.292
3409,TOWN OF BUCKLAND BOARD OF HEALTH,413-625-6330,17 STATE STREET, ,SHELBURNE FALLS,MA,01370,1011,FRANKLIN,25011,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8097563.1109,5251873.3789
3410,TOWN OF HAMPDEN BOARD OF HEALTH,413-566-2151,625 MAIN STREET, ,HAMPDEN,MA,01036,9000,HAMPDEN,25013,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.HAMPDEN.ORG/DEPT/BOH.HTML,TECHNIGRAPHICS,LOCAL,0, ,-8061078.9625,5170642.2409
3411,TOWN OF HOLLAND BOARD OF HEALTH,413-245-7108,27 STURBRIDGE ROAD, ,HOLLAND,MA,01521,3121,HAMPDEN,25013,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://TOWN.HOLLAND.MA.US/PAGES/HOLLANDMA_HEALTH/INDEX,TECHNIGRAPHICS,LOCAL,0, ,-8032882.4313,5170886.9844
3412,TOWN OF LUDLOW BOARD OF HEALTH,413-583-5600,488 CHAPIN STREET, ,LUDLOW,MA,01056,2523,HAMPDEN,25013,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.LUDLOW.MA.US/HEALTH/INDEX.HTM,TECHNIGRAPHICS,LOCAL,0, ,-8066743.9464,5186552.8685
3413,TOWN OF MONTGOMERY BOARD OF HEALTH,413-862-3386,161 MAIN ROAD, ,MONTGOMERY,MA,01085,9525,HAMPDEN,25013,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8105973.6017,5193082.0239
3414,TOWN OF PALMER BOARD OF HEALTH,413-283-2606,4417 MAIN STREET, ,PALMER,MA,01069,6901,HAMPDEN,25013,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.TOWNOFPALMER.COM/PAGES/PALMERMA_HEALTH/INDEX,TECHNIGRAPHICS,LOCAL,0, ,-8053621.8968,5188908.4452
3415,TOWN OF WILBRAHAM BOARD OF HEALTH,413-596-2800,240 SPRINGFIELD STREET, ,WILBRAHAM,MA,01095,2257,HAMPDEN,25013,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.WILBRAHAM-MA.GOV/PAGES/WILBRAHAMMA_BCOMM/BOH,TECHNIGRAPHICS,LOCAL,0, ,-8065318.0293,5179041.106
3416,PENNSYLVANIA DEPARTMENT OF HEALTH,570-893-2437,215 EAST CHURCH STREET, ,LOCK HAVEN,PA,17745,2009,CLINTON,42035,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WEBSERVER.HEALTH.STATE.PA.US/HEALTH/COMM/COMM.ASP?COUNTY=CLINTON,TECHNIGRAPHICS,LOCAL,0, ,-8620909.7807,5032420.0346
3417,PENNSYLVANIA DEPARTMENT OF HEALTH - YORK COUNTY,717-771-4505,1750 NORTH GEORGE STREET, ,YORK,PA,17404,1807,YORK,42133,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WEBSERVER.HEALTH.STATE.PA.US/HEALTH/COMM/COMM.ASP?COUNTY=YORK,TECHNIGRAPHICS,LOCAL,0, ,-8542206.1244,4863775.9912
3418,PENNSYLVANIA DEPARTMENT OF HEALTH,570-387-4257,1000 MARKET STREET, ,BLOOMSBURG,PA,17815,2600,COLUMBIA,42037,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WEBSERVER.HEALTH.STATE.PA.US/HEALTH/COMM/COMM.ASP?COUNTY=COLUMBIA,TECHNIGRAPHICS,LOCAL,0, ,-8510691.4848,5011426.1739
3419,TOWN OF AGAWAM HEALTH DEPARTMENT,413-786-0400,36 MAIN STREET, ,AGAWAM,MA,01001,1801,HAMPDEN,25013,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://AGAWAM.MA.US/CONTENT/80/160/DEFAULT.ASPX,TECHNIGRAPHICS,LOCAL,0, ,-8084698.4454,5174251.8981
3420,WEST VIRGINIA BUREAU FOR PUBLIC HEALTH,304-558-2971,350 CAPITOL STREET, ,CHARLESTON,WV,25301,1757,KANAWHA,54039,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,HEALTH PROGRAM ADMINISTRATION,NAVTEQ,HTTP://WWW.WVDHHR.ORG/BPH/,TECHNIGRAPHICS,STATE,0, ,-9087263.5477,4629128.3107
3421,YORK CITY BUREAU OF HEALTH,717-849-2252,227 WEST MARKET STREET, ,YORK,PA,17401,1002,YORK,42133,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.YORKCITY.ORG/SECTION.PHP?NAME=DEPARTMENTS&PA=SHOWPAGE&PID=460,TECHNIGRAPHICS,LOCAL,0, ,-8541893.4317,4860329.6249
3422,VERMONT DEPARTMENT OF HEALTH,800-464-4343,108 CHERRY STREET, ,BURLINGTON,VT,05401,4295,CHITTENDEN,50007,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,HEALTH PROGRAM ADMINISTRATION,NAVTEQ,HTTP://HEALTHVERMONT.GOV/,TECHNIGRAPHICS,STATE,0, ,-8150125.595,5539946.8911
3423,TOWN HEALTH OFFICER - FERRISBURGH,802-877-3429,3279 UNITED STATES HIGHWAY 7, ,FERRISBURGH,VT,05456, ,ADDISON,50001,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8153664.2782,5497670.0799
3424,HANCOCK TOWN HEALTH OFFICER,802-767-3660,1097 STATE ROUTE 100,HANCOCK TOWN HALL,HANCOCK,VT,05748, ,ADDISON,50001,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8108576.51,5453804.983
3425,SUNDERLAND HEALTH OFFICER,802-375-6106,181 SOUTH ROAD,SUNDERLAND TOWN OFFICE,EAST ARLINGTON,VT,05252,9716,BENNINGTON,50003,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8140892.1116,5320416.8248
3426,JAMAICA HEALTH OFFICER,802-874-4681,28 TOWN OFFICE ROAD, ,JAMAICA,VT,05343, ,WINDHAM,50025,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8101740.9489,5327134.4049
3427,MARSHFIELD PUBLIC HEALTH OFFICER,802-426-3305,122 SCHOOL STREET, ,MARSHFIELD,VT,05658,8032,WASHINGTON,50023,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8054529.9707,5519667.9802
3428,TOWN HEALTH OFFICER - CRAFTSBURY,802-586-2823,85 SOUTH CRAFTSBURY ROAD,TOWN HALL,CRAFTSBURY,VT,05826,9739,ORLEANS,50019,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8056405.533,5564263.1268
3429,WOODSTOCK HEALTH OFFICER,802-457-3611,31 THE GREEN, ,WOODSTOCK,VT,05091,1260,WINDSOR,50027,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8073073.5314,5407318.2426
3430,HARTLAND HEALTH OFFICER,802-436-2119,1 QUECHEE ROAD,DAMON HALL,HARTLAND,VT,05048,9600,WINDSOR,50027,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8059489.1782,5394753.5961
3431,STOCKBRIDGE HEALTH OFFICER,802-746-8400,1722 STATE ROUTE 100, ,STOCKBRIDGE,VT,05772, ,WINDSOR,50027,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8100222.7752,5430719.2116
3432,TOWN HEALTH OFFICER - WESTMORE,802-525-3007,54 HINTON HILL ROAD,TOWN HALL,WESTMORE,VT,05860,9397,ORLEANS,50019,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8021073.2843,5585561.6034
3433,WESTON HEALTH OFFICER,802-824-6645,12 LAWRENCE HILL ROAD, ,WESTON,VT,05161,5600,WINDSOR,50027,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8103392.7663,5356400.4352
3434,TOWN HEALTH OFFICER - WESTFIELD,802-744-2484,38 SCHOOL STREET,TOWN HALL,WESTFIELD,VT,05874,9682,ORLEANS,50019,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8062844.0798,5604288.2301
3435,RYEGATE TOWN HEALTH OFFICER,802-757-2325,65 MAIN STREET,LITTLE RIVERS HEALTH CARE,WELLS RIVER,VT,05081,9692,ORANGE,50017,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8020091.8364,5488934.5864
3436,WOODFORD HEALTH OFFICER,802-442-4895,1391 STATE ROUTE 9, ,WOODFORD,VT,05201, ,BENNINGTON,50003,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8140821.1569,5296272.8417
3437,TOWN HEALTH OFFICER - BARTON,802-525-6222,38 MAIN STREET, ,BARTON,VT,05822, ,ORLEANS,50019,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8034447.3315,5581661.6838
3438,WEST WINDSOR HEALTH OFFICER,802-484-7212,22 BROWNSVILLE HARTLAND ROAD, ,WEST WINDSOR,VT,05089,9547,WINDSOR,50027,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8067416.7188,5383513.1415
3439,DORSET HEALTH OFFICER,802-362-4571,112 MAD TOM ROAD, ,EAST DORSET,VT,05253, ,BENNINGTON,50003,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8127211.3217,5348462.8512
3440,MIDDLETOWN SPRINGS HEALTH OFFICER,802-235-2220,10 PARK AVENUE, ,MIDDLETOWN SPRINGS,VT,05757,4021,RUTLAND,50021,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8139447.5356,5386267.9354
3441,TOWN OF WASHINGTON DEPOT HEALTH OFFICE,860-868-0423,2 BRYAN PLAZA, ,WASHINGTON DEPOT,CT,06794,1504,LITCHFIELD,09005,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.WASHINGTONCT.ORG/HEALTH.HTML,TECHNIGRAPHICS,LOCAL,0, ,-8161984.5665,5107342.0146
3442,WOODBRIDGE TOWNSHIP HEALTH AND HUMAN SERVICES,732-855-0600,2 GEORGE FREDERICK PLAZA, ,WOODBRIDGE,NJ,07095,2556,MIDDLESEX,34023,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,WWW.TWP.WOODBRIDGE.NJ.US,TECHNIGRAPHICS,LOCAL,0, ,-8269576.1976,4948867.2548
3443,CHAIR OF THE SELECTBOARD - NORTH HERO,802-372-6926,6441 UNITED STATES ROUTE 2, ,NORTH HERO,VT,05474, ,GRAND ISLE,50013,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8155655.0983,5598073.1156
3444,FREEHOLD HEALTH DEPARTMENT,732-294-2060,1 MUNICIPAL PLAZA, ,FREEHOLD,NJ,07728,3064,MONMOUTH,34025,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.TWP.FREEHOLD.NJ.US/DEPARTMENTS/HEALTH/DEFAULT.ASP,TECHNIGRAPHICS,LOCAL,0, ,-8270456.566,4900220.9957
3445,SHEFFIELD BOARD OF HEALTH,413-229-7000,21 DEPOT SQUARE,TOWN HALL,SHEFFIELD,MA,01257, ,BERKSHIRE,25003,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.SHEFFIELDMA.GOV/PAGES/SHEFFIELDMA_HEALTH/INDEX,TECHNIGRAPHICS,LOCAL,0, ,-8165748.8327,5177614.8402
3446,WEATHERSFIELD HEALTH OFFICER,802-674-2626,5259 UNITED STATES ROUTE 5, ,WINDSOR,VT,05089, ,WINDSOR,50027,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8060319.2755,5374303.7308
3447,CENTRAL CONNECTICUT HEALTH DISTRICT,860-721-2822,505 SILAS DEANE HIGHWAY,WETHERSFIELD TOWN HALL,WETHERSFIELD,CT,06109,2216,HARTFORD,09003,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CCTHD.ORG/,TECHNIGRAPHICS,LOCAL,0, ,-8088922.9253,5117908.7003
3448,NEW YORK STATE DEPARTMENT OF HEALTH,518-474-2011,EMPIRE STATE PLAZA,CORNING TOWER 14TH FLOOR,ALBANY,NY,12210, ,ALBANY,36001,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,HEALTH PROGRAM ADMINISTRATION,NAVTEQ,HTTP://WWW.HEALTH.STATE.NY.US/,TECHNIGRAPHICS,STATE,0, ,-8210879.6873,5258714.9721
3449,STEUBEN COUNTY PUBLIC HEALTH AND NURSING SERVICES,607-664-2438,3 EAST PULTENEY SQUARE, ,BATH,NY,14810,1557,STEUBEN,36101,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.STEUBENCONY.ORG/PHNS.HTML,TECHNIGRAPHICS,LOCAL,0, ,-8606866.5278,5210978.2026
3450,DUMMERSTON TOWN HEALTH OFFICER,802-387-4082,199 CANOE BROOK ROAD, ,EAST DUMMERSTON,VT,05346,9771,WINDHAM,50025,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8075301.3127,5304570.927
3451,VERMONT DEPARTMENT OF HEALTH - RUTLAND DISTRICT OFFICE,802-786-5811,88 MERCHANTS ROW,300 ASA BLOOMER STATE OFFICE BUILDING,RUTLAND,VT,05701,3449,RUTLAND,50021,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,HEALTH PROGRAM ADMINISTRATION,NAVTEQ,HTTP://HEALTHVERMONT.GOV/LOCAL/DISTRICT/RUTLAND.ASPX,TECHNIGRAPHICS,STATE,0, ,-8124108.1942,5404826.3018
3452,SAINT LAWRENCE COUNTY PUBLIC HEALTH DEPARTMENT,315-386-2325,80 STATE HIGHWAY 310,SUITE 2,CANTON,NY,13617,1436,ST LAWRENCE,36089,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CO.ST-LAWRENCE.NY.US/PUBLIC_HEALTH/SLCPH.HTM,TECHNIGRAPHICS,LOCAL,0, ,-8365574.7115,5559044.3946
3453,ISLE OF WIGHT COUNTY PUBLIC HEALTH CENTER,757-357-4177,402 GRACE STREET, ,SMITHFIELD,VA,23430,1134,ISLE OF WIGHT,51093,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CO.ISLE-OF-WIGHT.VA.US/INDEX.PHP?OPTION=COM_CONTENT&TASK=VIEW&ID=253&ITEMID=269/#HEALTH,VADOH,LOCAL,0, ,-8531300.0641,4436316.6219
3454,NEW YORK CITY DEPARTMENT OF HEALTH AND MENTAL HYGIENE,212-788-4753,125 WORTH STREET, ,NEW YORK,NY,10013,4006,NEW YORK,36061,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.NYC.GOV/HTML/DOH/HTML/HOME/HOME.SHTML,TECHNIGRAPHICS,LOCAL,0, ,-8237902.2533,4970493.0245
